ID,PROB
ccf4cd93d5c32cd8a59809d54b4d53ac,0.551077172475597
56605a660d18549592653ff6941186f1,0.45457643846937085
bda5f84c05e5695a7ec10550b457890f,0.7704724197944726
a2f1c04bc3acf2222e658a897400798f,0.35934844870104155
e83aadc3b0d25dbc12a35551afa25807,0.44411407003810993
7a0899c948f9a8fef6242c9305b5b924,0.6110765735175455
dab1bf33ee91ca1e3f0382a5bed1f25b,0.43761607478304093
a33172571f38a7f5bf1d156ef66e17c5,0.5494633524352015
74b36d2bdcd87df929f31ff3a8627192,0.33652411194848214
c00ec642a81f413de505cf507296e78c,0.3954844984349148
f956d468f438e42fc5bdd83f6986b96f,0.3896045905561128
9946145450c6430abea51a7ac8355fde,0.38870288780562523
e3edc3a937e01b3f1140bb9f6b70be16,0.20045908419196035
b8f4ab48fa1d9475d8645e0f2b7751cc,0.41585195471608327
e68770f8fafaebfc5595f759ba7015d2,0.3220392335808358
b083e9d1517fc9bc588e50696be29c43,0.5085351521139869
6f4ae9fac912f6250efb67e51043496b,0.13008997396529792
d4f896e53f432294506bc555b2398475,0.20492851698362619
4a05342a2f103d75c0ce46664814a04a,0.23156610832053356
5433ccbef1cbd68195c46e48088f8d7d,0.4182242623134857
0fc5f80e76c39168f5950664a8fc425e,0.7727525385500639
d500ab6b961fdefa0307d7dc10ff507b,0.32589663286826426
82d0811c18adf5b14c7cb2288dd8c714,0.3911171509596496
9fe5a28a00b4feffe765c94d14a6e63f,0.14543632842859933
9b02613119495af5bfc5069ea8be4c31,0.3017772327087413
fd0a7ce3aa9049ff9f9e2f0cf6aa7bba,0.47046792340158444
65012e02ff42cf640514e6d65bac04aa,0.5925694566282536
122b1497e2221c08be2e86ffcd69da55,0.30599149276767607
6cbd9dbd73a8ae7578f8b2fdc071d954,0.25160917569783653
f973f79e4751cb7e2f8153229eb5c589,0.20680324625898164
19e8077a2d99f39762031d00bcd0db21,0.7790540725306099
793cd23cf2e3ecdb6f78e984e01dab90,0.439252085284465
b4bcf26618dfdea8ea27e627c6f01274,0.15369607892383774
4f68489dc2c69fd696c8e1b7534332fa,0.6946696106457002
ae27f92235a51df0eca5d10c9265b87c,0.38754365037289684
3338ab0f62287e3e94e994eb1e81a55d,0.2972927476281652
04d39ba0193fc0decfa1ff36a280e88f,0.3473790192533798
94290bb2ece1dc47de3b3cd097d20514,0.5971719493048315
08951455f745d7e28a649f8bdc1e501b,0.40993480788701037
7ca2d2b14b47378e34926a97d34e6f44,0.18765217560105873
724ed14015e8af8eac7a1e4b40a21753,0.43842606199762163
735a7e19c4982ce4dc2d2dcebd0de14e,0.4635606881168188
d955526958409a459f29538ef343591f,0.5733427202453687
c4d7661074aa84b6526df3ac4e98538b,0.3375685557988196
8479bc511c1a0792ecd896390869902a,0.41000211327639285
545bc3a9e6f191b7d469a19bf2d89d9f,0.7154990383141387
fe54a279ef8f73dc203e8edc9bd683dd,0.24695472619235462
1c45957110d86aa770a83a42423dad45,0.32752245483076076
d057bce7514aeae730b7a07fc3391cff,0.27683484794665725
d7ebb564010d33ba4eb27e13944a22b5,0.34259699424294027
12e19604c4deeaafd5ced1e3b56550ac,0.6528470849307467
e3774760ef5ca270b4142f600a4fa6df,0.2997995627297228
ae2969d1f9e77752350cdbbd3a48694d,0.3860794275428248
b1c3a67c0eda1d6cd139a9810cf1f793,0.6500423023869588
bb29c1ccd5cf4f1de10f2aa3da96989f,0.39995650551389633
7c251d35d9ec214bcd624fff590ebe14,0.3422752139921236
d1269642483c4d53090a455edbeea6d9,0.3550887705610681
ed555df2df429416c0d2077c5d72c9d4,0.1956444951900661
5f8b2d370658b0d9fdad5a063759918f,0.2933212099187785
d305f14985654b26fd79ccdb9b9d8a66,0.3036896393410254
65973822a8f15ba259e110ef9c918165,0.3343462833233281
c8d019a831f2c53f260bcb7e3913d466,0.3133458298643053
03fa08b32a5c6423f3c918300e7dbadd,0.6628737572649759
ca283e617fc4225a2eced39642a5487b,0.5496532664548385
db9d24d7e3a7386d5db792cc148ad664,0.3847281181147017
