ID,PROB
ccf4cd93d5c32cd8a59809d54b4d53ac,0.544762030449597
56605a660d18549592653ff6941186f1,0.44582463335894323
bda5f84c05e5695a7ec10550b457890f,0.7435378251445652
a2f1c04bc3acf2222e658a897400798f,0.34083305200566616
e83aadc3b0d25dbc12a35551afa25807,0.3973806265812097
7a0899c948f9a8fef6242c9305b5b924,0.6057466098482158
dab1bf33ee91ca1e3f0382a5bed1f25b,0.4250968577016621
a33172571f38a7f5bf1d156ef66e17c5,0.5544334999610397
74b36d2bdcd87df929f31ff3a8627192,0.3209774150892212
c00ec642a81f413de505cf507296e78c,0.43070551592980016
f956d468f438e42fc5bdd83f6986b96f,0.38058167860721903
9946145450c6430abea51a7ac8355fde,0.41417371294975475
e3edc3a937e01b3f1140bb9f6b70be16,0.21304917317301977
b8f4ab48fa1d9475d8645e0f2b7751cc,0.3977042790226991
e68770f8fafaebfc5595f759ba7015d2,0.32958303006828704
b083e9d1517fc9bc588e50696be29c43,0.4273901335848949
6f4ae9fac912f6250efb67e51043496b,0.16032485729959695
d4f896e53f432294506bc555b2398475,0.21219059666861345
4a05342a2f103d75c0ce46664814a04a,0.2326203346218317
5433ccbef1cbd68195c46e48088f8d7d,0.4279208083283118
0fc5f80e76c39168f5950664a8fc425e,0.7743262317785525
d500ab6b961fdefa0307d7dc10ff507b,0.3155131075197338
82d0811c18adf5b14c7cb2288dd8c714,0.371302404243208
9fe5a28a00b4feffe765c94d14a6e63f,0.17704798411580436
9b02613119495af5bfc5069ea8be4c31,0.3004093244707644
fd0a7ce3aa9049ff9f9e2f0cf6aa7bba,0.4139718697466021
65012e02ff42cf640514e6d65bac04aa,0.5647018554916745
122b1497e2221c08be2e86ffcd69da55,0.3306618319353318
6cbd9dbd73a8ae7578f8b2fdc071d954,0.23371345119053435
f973f79e4751cb7e2f8153229eb5c589,0.2007392958748275
19e8077a2d99f39762031d00bcd0db21,0.7812391446838975
793cd23cf2e3ecdb6f78e984e01dab90,0.4275507584842453
b4bcf26618dfdea8ea27e627c6f01274,0.16900856043423856
4f68489dc2c69fd696c8e1b7534332fa,0.6482851380921438
ae27f92235a51df0eca5d10c9265b87c,0.38554729439611934
3338ab0f62287e3e94e994eb1e81a55d,0.30390125662730194
04d39ba0193fc0decfa1ff36a280e88f,0.3625692109358421
94290bb2ece1dc47de3b3cd097d20514,0.5932490496359942
08951455f745d7e28a649f8bdc1e501b,0.41203774444344954
7ca2d2b14b47378e34926a97d34e6f44,0.20069666697697
724ed14015e8af8eac7a1e4b40a21753,0.4329473809912944
735a7e19c4982ce4dc2d2dcebd0de14e,0.46882334187428365
d955526958409a459f29538ef343591f,0.5503572013226958
c4d7661074aa84b6526df3ac4e98538b,0.33040665948447867
8479bc511c1a0792ecd896390869902a,0.3749493235567383
545bc3a9e6f191b7d469a19bf2d89d9f,0.7209960309453644
fe54a279ef8f73dc203e8edc9bd683dd,0.24725271684491432
1c45957110d86aa770a83a42423dad45,0.32183898257544163
d057bce7514aeae730b7a07fc3391cff,0.3224645664939021
d7ebb564010d33ba4eb27e13944a22b5,0.3606673080026168
12e19604c4deeaafd5ced1e3b56550ac,0.6490835033449709
e3774760ef5ca270b4142f600a4fa6df,0.2986245171427708
ae2969d1f9e77752350cdbbd3a48694d,0.37454997885448293
b1c3a67c0eda1d6cd139a9810cf1f793,0.6278033016158101
bb29c1ccd5cf4f1de10f2aa3da96989f,0.4100767769638689
7c251d35d9ec214bcd624fff590ebe14,0.3650615407625606
d1269642483c4d53090a455edbeea6d9,0.4505042110651008
ed555df2df429416c0d2077c5d72c9d4,0.21590342959756967
5f8b2d370658b0d9fdad5a063759918f,0.32285986185600746
d305f14985654b26fd79ccdb9b9d8a66,0.3140350621881186
65973822a8f15ba259e110ef9c918165,0.3489526793909812
c8d019a831f2c53f260bcb7e3913d466,0.31942174263647
03fa08b32a5c6423f3c918300e7dbadd,0.6153817291491538
ca283e617fc4225a2eced39642a5487b,0.5545467607348703
db9d24d7e3a7386d5db792cc148ad664,0.3443067214339161
10df71a18c73e05f7ea04405ba4567fb,0.3482261486305726
002567cf34132dcfaa4969554bff1c16,0.45476671404290786
9223438f37b58b0f999cd9b65cdc9f29,0.2878557635755697
fec45a3971e08b1a86b6c89e3c557d48,0.39596518934034525
9df5583f1a4a35ba63988730fc9ea4b9,0.44590113222933997
9c91418deae3067d543e29418a938de3,0.2849834183651966
8c18053710c0375ef5bee507bb2081e5,0.24333341530548347
b22af2364a98c4d40fc860d535a4ca84,0.4579366610161422
bdd9b265dfb32239e039dda5a6687da6,0.5300974926287266
b1996025e77b1bd002eb2172f90bb314,0.21889021009197757
c1c562dffec027fc6260bd2a7a05928f,0.351961271358215
a7a8abe23857c993c53fcd2a37a5b42c,0.28525583636029017
4c7e23356d1753e9cca2fb9560b57794,0.21586158717393208
cbf09c8fa40a215e2b30699927a50f37,0.3629359942156162
c47224217a1d053e57e3c30d733b472b,0.31813269226486435
ee9ef69c9f90d49eed141ed0f83164e8,0.29281631904662137
2bcd71201e1f678cd325b61015f2bc5e,0.40570361900738927
09a3110a266589d8bef21ddce67e1e21,0.6032487784233129
56631ee7440d4701df537556219d279d,0.593866189457702
2e5dd6e4eb3a790451cf41047d6fa3df,0.3577713467054147
9f2a14c094c5fe365b7334a1ec6e47cf,0.5136759493127311
a58018fb19061e5ac7a093cd24d7f378,0.5354308669288057
edba644d0f32894be364dc7d7281e059,0.5444059787534503
01b4352559eb3ec6f87372d882feadc2,0.31285129656624205
3611a9009916fbda2d5dcc21f7818aa4,0.1347681756436137
ccf493f87c4c7339794ea7df8324aabe,0.6629870437658634
3e9546c4951a1fdded9581746b3b3dd2,0.14166363817573283
abe45fc137d334df1664da2aec318532,0.19140433340190582
03cdd2f59b0a2de2693f52ab4d83064a,0.354261877194065
4965f40cef454d39f7c14b5c8743b668,0.41431427595392384
30f52b34c8da35d2af25700d6b082e5a,0.43261805627743705
a410b6f4c8f4483631a8a6b374c551fa,0.2640751002176933
53af90b52705e12cfc7cd02ae4d2c648,0.4627270023905298
a50b9bf1b8990acf9b477e029b8279f5,0.37266532250539447
5a213a96620dace9b7b61f4d54b96291,0.2751772411628135
697424a68ceb5b7653aa342b79d81e46,0.5771746996113389
e6a2c8fcffee5bc1bb94ab31469c3ee4,0.25874645684893494
7502fe1e212b9a81ee352fdacc44822e,0.5489249792365771
3ec433b923535b87196775176554bc47,0.3346069178279903
9be51537781a8ea2e3b80c3fec4bfa02,0.5801564962038981
e12a9ba05394d4f44f49d7c41a2b587c,0.5468255893062123
ae0b0b44db03bb87fa411f8293c82de8,0.35914263808476793
ca46c2f98f73cc408d50ae0ff5155c13,0.27394299375652276
790f0ebf8ddb3e512fb9f9eb97bcafac,0.3266052369479969
b8385de250446392c7a69b73b002cf14,0.510724418138266
b6fe94108fc5150016f99566c9df0452,0.7174828378538842
768d7bffbfd76cce4397143d1a0b5aaa,0.34866424905233834
53c95d27aa86f997804b2c7c0e03ebcd,0.7469424645943329
